GloOfs,RelOfs,LocOfs,Next,Data,GotoX,GotoY,GotoZ,State,State_S
108880,76106,11752,0,0,0,0,0,0,CS_NONE
108888,76114,11760,0,0,0,0,0,0,CS_NONE
108896,76122,11768,0,0,0,0,0,0,CS_NONE
108904,76130,11776,0,0,0,0,0,0,CS_NONE
108912,76138,11784,0,0,0,0,0,0,CS_NONE
108920,76146,11792,0,0,0,0,0,0,CS_NONE
108928,76154,11800,0,0,0,0,0,0,CS_NONE
108936,76162,11808,0,0,0,0,0,0,CS_NONE
108944,76170,11816,0,0,0,0,0,0,CS_NONE
108952,76178,11824,0,0,0,0,0,0,CS_NONE
108960,76186,11832,0,0,0,0,0,0,CS_NONE
108968,76194,11840,0,0,0,0,0,0,CS_NONE
108976,76202,11848,0,0,0,0,0,0,CS_NONE
108984,76210,11856,0,0,0,0,0,0,CS_NONE
108992,76218,11864,0,0,0,0,0,0,CS_NONE
109000,76226,11872,0,0,0,0,0,0,CS_NONE
109008,76234,11880,0,0,0,0,0,0,CS_NONE
109016,76242,11888,0,0,0,0,0,0,CS_NONE
109024,76250,11896,0,0,0,0,0,0,CS_NONE
109032,76258,11904,0,0,0,0,0,0,CS_NONE
109040,76266,11912,0,0,0,0,0,0,CS_NONE
109048,76274,11920,0,0,0,0,0,0,CS_NONE
109056,76282,11928,0,0,0,0,0,0,CS_NONE
109064,76290,11936,0,0,0,0,0,0,CS_NONE
109072,76298,11944,0,0,0,0,0,0,CS_NONE
109080,76306,11952,0,0,0,0,0,0,CS_NONE
109088,76314,11960,0,0,0,0,0,0,CS_NONE
109096,76322,11968,0,0,0,0,0,0,CS_NONE
109104,76330,11976,0,0,0,0,0,0,CS_NONE
109112,76338,11984,0,0,0,0,0,0,CS_NONE
109120,76346,11992,0,0,0,0,0,0,CS_NONE
109128,76354,12000,0,0,0,0,0,0,CS_NONE
109136,76362,12008,0,0,0,0,0,0,CS_NONE
109144,76370,12016,0,0,0,0,0,0,CS_NONE
109152,76378,12024,0,0,0,0,0,0,CS_NONE
109160,76386,12032,0,0,0,0,0,0,CS_NONE
109168,76394,12040,0,0,0,0,0,0,CS_NONE
109176,76402,12048,0,0,0,0,0,0,CS_NONE
109184,76410,12056,0,0,0,0,0,0,CS_NONE
109192,76418,12064,0,0,0,0,0,0,CS_NONE
109200,76426,12072,0,0,0,0,0,0,CS_NONE
109208,76434,12080,0,0,0,0,0,0,CS_NONE
109216,76442,12088,0,0,0,0,0,0,CS_NONE
109224,76450,12096,0,0,0,0,0,0,CS_NONE
109232,76458,12104,0,0,0,0,0,0,CS_NONE
109240,76466,12112,0,0,0,0,0,0,CS_NONE
109248,76474,12120,0,0,0,0,0,0,CS_NONE
109256,76482,12128,0,0,0,0,0,0,CS_NONE
109264,76490,12136,0,0,0,0,0,0,CS_NONE
109272,76498,12144,0,0,0,0,0,0,CS_NONE
109280,76506,12152,0,0,0,0,0,0,CS_NONE
109288,76514,12160,0,0,0,0,0,0,CS_NONE
109296,76522,12168,0,0,0,0,0,0,CS_NONE
109304,76530,12176,0,0,0,0,0,0,CS_NONE
109312,76538,12184,0,0,0,0,0,0,CS_NONE
109320,76546,12192,0,0,0,0,0,0,CS_NONE
109328,76554,12200,0,0,0,0,0,0,CS_NONE
109336,76562,12208,0,0,0,0,0,0,CS_NONE
109344,76570,12216,0,0,0,0,0,0,CS_NONE
109352,76578,12224,0,0,0,0,0,0,CS_NONE
109360,76586,12232,0,0,0,0,0,0,CS_NONE
109368,76594,12240,0,0,0,0,0,0,CS_NONE
109376,76602,12248,0,0,0,0,0,0,CS_NONE
109384,76610,12256,0,0,0,0,0,0,CS_NONE
109392,76618,12264,0,0,0,0,0,0,CS_NONE
109400,76626,12272,0,0,0,0,0,0,CS_NONE
109408,76634,12280,0,0,0,0,0,0,CS_NONE
109416,76642,12288,0,0,0,0,0,0,CS_NONE
109424,76650,12296,0,0,0,0,0,0,CS_NONE
109432,76658,12304,0,0,0,0,0,0,CS_NONE
109440,76666,12312,0,0,0,0,0,0,CS_NONE
109448,76674,12320,0,0,0,0,0,0,CS_NONE
109456,76682,12328,0,0,0,0,0,0,CS_NONE
109464,76690,12336,0,0,0,0,0,0,CS_NONE
109472,76698,12344,0,0,0,0,0,0,CS_NONE
109480,76706,12352,0,0,0,0,0,0,CS_NONE
109488,76714,12360,0,0,0,0,0,0,CS_NONE
109496,76722,12368,0,0,0,0,0,0,CS_NONE
109504,76730,12376,0,0,0,0,0,0,CS_NONE
109512,76738,12384,0,0,0,0,0,0,CS_NONE
109520,76746,12392,0,0,0,0,0,0,CS_NONE
109528,76754,12400,0,0,0,0,0,0,CS_NONE
109536,76762,12408,0,0,0,0,0,0,CS_NONE
109544,76770,12416,0,0,0,0,0,0,CS_NONE
109552,76778,12424,0,0,0,0,0,0,CS_NONE
109560,76786,12432,0,0,0,0,0,0,CS_NONE
109568,76794,12440,0,0,0,0,0,0,CS_NONE
109576,76802,12448,0,0,0,0,0,0,CS_NONE
109584,76810,12456,0,0,0,0,0,0,CS_NONE
109592,76818,12464,0,0,0,0,0,0,CS_NONE
109600,76826,12472,0,0,0,0,0,0,CS_NONE
109608,76834,12480,0,0,0,0,0,0,CS_NONE
109616,76842,12488,0,0,0,0,0,0,CS_NONE
109624,76850,12496,0,0,0,0,0,0,CS_NONE
109632,76858,12504,0,0,0,0,0,0,CS_NONE
109640,76866,12512,0,0,0,0,0,0,CS_NONE
109648,76874,12520,0,0,0,0,0,0,CS_NONE
109656,76882,12528,0,0,0,0,0,0,CS_NONE
109664,76890,12536,0,0,0,0,0,0,CS_NONE
109672,76898,12544,0,0,0,0,0,0,CS_NONE
109680,76906,12552,0,0,0,0,0,0,CS_NONE
109688,76914,12560,0,0,0,0,0,0,CS_NONE
109696,76922,12568,0,0,0,0,0,0,CS_NONE
109704,76930,12576,0,0,0,0,0,0,CS_NONE
109712,76938,12584,0,0,0,0,0,0,CS_NONE
109720,76946,12592,0,0,0,0,0,0,CS_NONE
109728,76954,12600,0,0,0,0,0,0,CS_NONE
109736,76962,12608,0,0,0,0,0,0,CS_NONE
109744,76970,12616,0,0,0,0,0,0,CS_NONE
109752,76978,12624,0,0,0,0,0,0,CS_NONE
109760,76986,12632,0,0,0,0,0,0,CS_NONE
109768,76994,12640,0,0,0,0,0,0,CS_NONE
109776,77002,12648,0,0,0,0,0,0,CS_NONE
109784,77010,12656,0,0,0,0,0,0,CS_NONE
109792,77018,12664,0,0,0,0,0,0,CS_NONE
109800,77026,12672,0,0,0,0,0,0,CS_NONE
109808,77034,12680,0,0,0,0,0,0,CS_NONE
109816,77042,12688,0,0,0,0,0,0,CS_NONE
109824,77050,12696,0,0,0,0,0,0,CS_NONE
109832,77058,12704,0,0,0,0,0,0,CS_NONE
109840,77066,12712,0,0,0,0,0,0,CS_NONE
109848,77074,12720,0,0,0,0,0,0,CS_NONE
109856,77082,12728,0,0,0,0,0,0,CS_NONE
109864,77090,12736,0,0,0,0,0,0,CS_NONE
109872,77098,12744,0,0,0,0,0,0,CS_NONE
109880,77106,12752,0,0,0,0,0,0,CS_NONE
109888,77114,12760,0,0,0,0,0,0,CS_NONE
109896,77122,12768,0,0,0,0,0,0,CS_NONE
109904,77130,12776,0,0,0,0,0,0,CS_NONE
109912,77138,12784,0,0,0,0,0,0,CS_NONE
109920,77146,12792,0,0,0,0,0,0,CS_NONE
109928,77154,12800,0,0,0,0,0,0,CS_NONE
109936,77162,12808,0,0,0,0,0,0,CS_NONE
109944,77170,12816,0,0,0,0,0,0,CS_NONE
109952,77178,12824,0,0,0,0,0,0,CS_NONE
109960,77186,12832,0,0,0,0,0,0,CS_NONE
109968,77194,12840,0,0,0,0,0,0,CS_NONE
109976,77202,12848,0,0,0,0,0,0,CS_NONE
109984,77210,12856,0,0,0,0,0,0,CS_NONE
109992,77218,12864,0,0,0,0,0,0,CS_NONE
110000,77226,12872,0,0,0,0,0,0,CS_NONE
110008,77234,12880,0,0,0,0,0,0,CS_NONE
110016,77242,12888,0,0,0,0,0,0,CS_NONE
110024,77250,12896,0,0,0,0,0,0,CS_NONE
110032,77258,12904,0,0,0,0,0,0,CS_NONE
110040,77266,12912,0,0,0,0,0,0,CS_NONE
110048,77274,12920,0,0,0,0,0,0,CS_NONE
110056,77282,12928,0,0,0,0,0,0,CS_NONE
110064,77290,12936,0,0,0,0,0,0,CS_NONE
110072,77298,12944,0,0,0,0,0,0,CS_NONE
110080,77306,12952,0,0,0,0,0,0,CS_NONE
110088,77314,12960,0,0,0,0,0,0,CS_NONE
110096,77322,12968,0,0,0,0,0,0,CS_NONE
110104,77330,12976,0,0,0,0,0,0,CS_NONE
110112,77338,12984,0,0,0,0,0,0,CS_NONE
110120,77346,12992,0,0,0,0,0,0,CS_NONE
110128,77354,13000,0,0,0,0,0,0,CS_NONE
110136,77362,13008,0,0,0,0,0,0,CS_NONE
110144,77370,13016,0,0,0,0,0,0,CS_NONE
110152,77378,13024,0,0,0,0,0,0,CS_NONE
110160,77386,13032,0,0,0,0,0,0,CS_NONE
110168,77394,13040,0,0,0,0,0,0,CS_NONE
110176,77402,13048,0,0,0,0,0,0,CS_NONE
110184,77410,13056,0,0,0,0,0,0,CS_NONE
110192,77418,13064,0,0,0,0,0,0,CS_NONE
110200,77426,13072,0,0,0,0,0,0,CS_NONE
110208,77434,13080,0,0,0,0,0,0,CS_NONE
110216,77442,13088,0,0,0,0,0,0,CS_NONE
110224,77450,13096,0,0,0,0,0,0,CS_NONE
110232,77458,13104,0,0,0,0,0,0,CS_NONE
110240,77466,13112,0,0,0,0,0,0,CS_NONE
110248,77474,13120,0,0,0,0,0,0,CS_NONE
110256,77482,13128,0,0,0,0,0,0,CS_NONE
110264,77490,13136,0,0,0,0,0,0,CS_NONE
110272,77498,13144,0,0,0,0,0,0,CS_NONE
110280,77506,13152,0,0,0,0,0,0,CS_NONE
110288,77514,13160,0,0,0,0,0,0,CS_NONE
110296,77522,13168,0,0,0,0,0,0,CS_NONE
110304,77530,13176,0,0,0,0,0,0,CS_NONE
110312,77538,13184,0,0,0,0,0,0,CS_NONE
110320,77546,13192,0,0,0,0,0,0,CS_NONE
110328,77554,13200,0,0,0,0,0,0,CS_NONE
110336,77562,13208,0,0,0,0,0,0,CS_NONE
110344,77570,13216,0,0,0,0,0,0,CS_NONE
110352,77578,13224,0,0,0,0,0,0,CS_NONE
110360,77586,13232,0,0,0,0,0,0,CS_NONE
110368,77594,13240,0,0,0,0,0,0,CS_NONE
110376,77602,13248,0,0,0,0,0,0,CS_NONE
110384,77610,13256,0,0,0,0,0,0,CS_NONE
110392,77618,13264,0,0,0,0,0,0,CS_NONE
110400,77626,13272,0,0,0,0,0,0,CS_NONE
110408,77634,13280,0,0,0,0,0,0,CS_NONE
110416,77642,13288,0,0,0,0,0,0,CS_NONE
110424,77650,13296,0,0,0,0,0,0,CS_NONE
110432,77658,13304,0,0,0,0,0,0,CS_NONE
110440,77666,13312,0,0,0,0,0,0,CS_NONE
110448,77674,13320,0,0,0,0,0,0,CS_NONE
110456,77682,13328,0,0,0,0,0,0,CS_NONE
110464,77690,13336,0,0,0,0,0,0,CS_NONE
110472,77698,13344,0,0,0,0,0,0,CS_NONE
110480,77706,13352,0,0,0,0,0,0,CS_NONE
110488,77714,13360,0,0,0,0,0,0,CS_NONE
110496,77722,13368,0,0,0,0,0,0,CS_NONE
110504,77730,13376,0,0,0,0,0,0,CS_NONE
110512,77738,13384,0,0,0,0,0,0,CS_NONE
110520,77746,13392,0,0,0,0,0,0,CS_NONE
110528,77754,13400,0,0,0,0,0,0,CS_NONE
110536,77762,13408,0,0,0,0,0,0,CS_NONE
110544,77770,13416,0,0,0,0,0,0,CS_NONE
110552,77778,13424,0,0,0,0,0,0,CS_NONE
110560,77786,13432,0,0,0,0,0,0,CS_NONE
110568,77794,13440,0,0,0,0,0,0,CS_NONE
110576,77802,13448,0,0,0,0,0,0,CS_NONE
110584,77810,13456,0,0,0,0,0,0,CS_NONE
110592,77818,13464,0,0,0,0,0,0,CS_NONE
110600,77826,13472,0,0,0,0,0,0,CS_NONE
110608,77834,13480,0,0,0,0,0,0,CS_NONE
110616,77842,13488,0,0,0,0,0,0,CS_NONE
110624,77850,13496,0,0,0,0,0,0,CS_NONE
110632,77858,13504,0,0,0,0,0,0,CS_NONE
110640,77866,13512,0,0,0,0,0,0,CS_NONE
110648,77874,13520,0,0,0,0,0,0,CS_NONE
110656,77882,13528,0,0,0,0,0,0,CS_NONE
110664,77890,13536,0,0,0,0,0,0,CS_NONE
110672,77898,13544,0,0,0,0,0,0,CS_NONE
110680,77906,13552,0,0,0,0,0,0,CS_NONE
110688,77914,13560,0,0,0,0,0,0,CS_NONE
110696,77922,13568,0,0,0,0,0,0,CS_NONE
110704,77930,13576,0,0,0,0,0,0,CS_NONE
110712,77938,13584,0,0,0,0,0,0,CS_NONE
110720,77946,13592,0,0,0,0,0,0,CS_NONE
110728,77954,13600,0,0,0,0,0,0,CS_NONE
110736,77962,13608,0,0,0,0,0,0,CS_NONE
110744,77970,13616,0,0,0,0,0,0,CS_NONE
110752,77978,13624,0,0,0,0,0,0,CS_NONE
110760,77986,13632,0,0,0,0,0,0,CS_NONE
110768,77994,13640,0,0,0,0,0,0,CS_NONE
110776,78002,13648,0,0,0,0,0,0,CS_NONE
110784,78010,13656,0,0,0,0,0,0,CS_NONE
110792,78018,13664,0,0,0,0,0,0,CS_NONE
110800,78026,13672,0,0,0,0,0,0,CS_NONE
110808,78034,13680,0,0,0,0,0,0,CS_NONE
110816,78042,13688,0,0,0,0,0,0,CS_NONE
110824,78050,13696,0,0,0,0,0,0,CS_NONE
110832,78058,13704,0,0,0,0,0,0,CS_NONE
110840,78066,13712,0,0,0,0,0,0,CS_NONE
110848,78074,13720,0,0,0,0,0,0,CS_NONE
110856,78082,13728,0,0,0,0,0,0,CS_NONE
110864,78090,13736,0,0,0,0,0,0,CS_NONE
110872,78098,13744,0,0,0,0,0,0,CS_NONE
110880,78106,13752,0,0,0,0,0,0,CS_NONE
110888,78114,13760,0,0,0,0,0,0,CS_NONE
110896,78122,13768,0,0,0,0,0,0,CS_NONE
110904,78130,13776,0,0,0,0,0,0,CS_NONE
110912,78138,13784,0,0,0,0,0,0,CS_NONE
110920,78146,13792,0,0,0,0,0,0,CS_NONE
110928,78154,13800,0,0,0,0,0,0,CS_NONE
110936,78162,13808,0,0,0,0,0,0,CS_NONE
110944,78170,13816,0,0,0,0,0,0,CS_NONE
110952,78178,13824,0,0,0,0,0,0,CS_NONE
110960,78186,13832,0,0,0,0,0,0,CS_NONE
110968,78194,13840,0,0,0,0,0,0,CS_NONE
110976,78202,13848,0,0,0,0,0,0,CS_NONE
110984,78210,13856,0,0,0,0,0,0,CS_NONE
110992,78218,13864,0,0,0,0,0,0,CS_NONE
111000,78226,13872,0,0,0,0,0,0,CS_NONE
111008,78234,13880,0,0,0,0,0,0,CS_NONE
111016,78242,13888,0,0,0,0,0,0,CS_NONE
111024,78250,13896,0,0,0,0,0,0,CS_NONE
111032,78258,13904,0,0,0,0,0,0,CS_NONE
111040,78266,13912,0,0,0,0,0,0,CS_NONE
111048,78274,13920,0,0,0,0,0,0,CS_NONE
111056,78282,13928,0,0,0,0,0,0,CS_NONE
111064,78290,13936,0,0,0,0,0,0,CS_NONE
111072,78298,13944,0,0,0,0,0,0,CS_NONE
111080,78306,13952,0,0,0,0,0,0,CS_NONE
111088,78314,13960,0,0,0,0,0,0,CS_NONE
111096,78322,13968,0,0,0,0,0,0,CS_NONE
111104,78330,13976,0,0,0,0,0,0,CS_NONE
111112,78338,13984,0,0,0,0,0,0,CS_NONE
111120,78346,13992,0,0,0,0,0,0,CS_NONE
111128,78354,14000,0,0,0,0,0,0,CS_NONE
111136,78362,14008,0,0,0,0,0,0,CS_NONE
111144,78370,14016,0,0,0,0,0,0,CS_NONE
111152,78378,14024,0,0,0,0,0,0,CS_NONE
111160,78386,14032,0,0,0,0,0,0,CS_NONE
111168,78394,14040,0,0,0,0,0,0,CS_NONE
111176,78402,14048,0,0,0,0,0,0,CS_NONE
111184,78410,14056,0,0,0,0,0,0,CS_NONE
111192,78418,14064,0,0,0,0,0,0,CS_NONE
111200,78426,14072,0,0,0,0,0,0,CS_NONE
111208,78434,14080,0,0,0,0,0,0,CS_NONE
111216,78442,14088,0,0,0,0,0,0,CS_NONE
111224,78450,14096,0,0,0,0,0,0,CS_NONE
111232,78458,14104,0,0,0,0,0,0,CS_NONE
111240,78466,14112,0,0,0,0,0,0,CS_NONE
111248,78474,14120,0,0,0,0,0,0,CS_NONE
111256,78482,14128,0,0,0,0,0,0,CS_NONE
111264,78490,14136,0,0,0,0,0,0,CS_NONE
111272,78498,14144,0,0,0,0,0,0,CS_NONE
111280,78506,14152,0,0,0,0,0,0,CS_NONE
111288,78514,14160,0,0,0,0,0,0,CS_NONE
111296,78522,14168,0,0,0,0,0,0,CS_NONE
111304,78530,14176,0,0,0,0,0,0,CS_NONE
111312,78538,14184,0,0,0,0,0,0,CS_NONE
111320,78546,14192,0,0,0,0,0,0,CS_NONE
111328,78554,14200,0,0,0,0,0,0,CS_NONE
111336,78562,14208,0,0,0,0,0,0,CS_NONE
111344,78570,14216,0,0,0,0,0,0,CS_NONE
111352,78578,14224,0,0,0,0,0,0,CS_NONE
111360,78586,14232,0,0,0,0,0,0,CS_NONE
111368,78594,14240,0,0,0,0,0,0,CS_NONE
111376,78602,14248,0,0,0,0,0,0,CS_NONE
111384,78610,14256,0,0,0,0,0,0,CS_NONE
111392,78618,14264,0,0,0,0,0,0,CS_NONE
111400,78626,14272,0,0,0,0,0,0,CS_NONE
111408,78634,14280,0,0,0,0,0,0,CS_NONE
111416,78642,14288,0,0,0,0,0,0,CS_NONE
111424,78650,14296,0,0,0,0,0,0,CS_NONE
111432,78658,14304,0,0,0,0,0,0,CS_NONE
111440,78666,14312,0,0,0,0,0,0,CS_NONE
111448,78674,14320,0,0,0,0,0,0,CS_NONE
111456,78682,14328,0,0,0,0,0,0,CS_NONE
111464,78690,14336,0,0,0,0,0,0,CS_NONE
111472,78698,14344,0,0,0,0,0,0,CS_NONE
111480,78706,14352,0,0,0,0,0,0,CS_NONE
111488,78714,14360,0,0,0,0,0,0,CS_NONE
111496,78722,14368,0,0,0,0,0,0,CS_NONE
111504,78730,14376,0,0,0,0,0,0,CS_NONE
111512,78738,14384,0,0,0,0,0,0,CS_NONE
111520,78746,14392,0,0,0,0,0,0,CS_NONE
111528,78754,14400,0,0,0,0,0,0,CS_NONE
111536,78762,14408,0,0,0,0,0,0,CS_NONE
111544,78770,14416,0,0,0,0,0,0,CS_NONE
111552,78778,14424,0,0,0,0,0,0,CS_NONE
111560,78786,14432,0,0,0,0,0,0,CS_NONE
111568,78794,14440,0,0,0,0,0,0,CS_NONE
111576,78802,14448,0,0,0,0,0,0,CS_NONE
111584,78810,14456,0,0,0,0,0,0,CS_NONE
111592,78818,14464,0,0,0,0,0,0,CS_NONE
111600,78826,14472,0,0,0,0,0,0,CS_NONE
111608,78834,14480,0,0,0,0,0,0,CS_NONE
111616,78842,14488,0,0,0,0,0,0,CS_NONE
111624,78850,14496,0,0,0,0,0,0,CS_NONE
111632,78858,14504,0,0,0,0,0,0,CS_NONE
111640,78866,14512,0,0,0,0,0,0,CS_NONE
111648,78874,14520,0,0,0,0,0,0,CS_NONE
111656,78882,14528,0,0,0,0,0,0,CS_NONE
111664,78890,14536,0,0,0,0,0,0,CS_NONE
111672,78898,14544,0,0,0,0,0,0,CS_NONE
111680,78906,14552,0,0,0,0,0,0,CS_NONE
111688,78914,14560,0,0,0,0,0,0,CS_NONE
111696,78922,14568,0,0,0,0,0,0,CS_NONE
111704,78930,14576,0,0,0,0,0,0,CS_NONE
111712,78938,14584,0,0,0,0,0,0,CS_NONE
111720,78946,14592,0,0,0,0,0,0,CS_NONE
111728,78954,14600,0,0,0,0,0,0,CS_NONE
111736,78962,14608,0,0,0,0,0,0,CS_NONE
111744,78970,14616,0,0,0,0,0,0,CS_NONE
111752,78978,14624,0,0,0,0,0,0,CS_NONE
111760,78986,14632,0,0,0,0,0,0,CS_NONE
111768,78994,14640,0,0,0,0,0,0,CS_NONE
111776,79002,14648,0,0,0,0,0,0,CS_NONE
111784,79010,14656,0,0,0,0,0,0,CS_NONE
111792,79018,14664,0,0,0,0,0,0,CS_NONE
111800,79026,14672,0,0,0,0,0,0,CS_NONE
111808,79034,14680,0,0,0,0,0,0,CS_NONE
111816,79042,14688,0,0,0,0,0,0,CS_NONE
111824,79050,14696,0,0,0,0,0,0,CS_NONE
111832,79058,14704,0,0,0,0,0,0,CS_NONE
111840,79066,14712,0,0,0,0,0,0,CS_NONE
111848,79074,14720,0,0,0,0,0,0,CS_NONE
111856,79082,14728,0,0,0,0,0,0,CS_NONE
111864,79090,14736,0,0,0,0,0,0,CS_NONE
111872,79098,14744,0,0,0,0,0,0,CS_NONE
111880,79106,14752,0,0,0,0,0,0,CS_NONE
111888,79114,14760,0,0,0,0,0,0,CS_NONE
111896,79122,14768,0,0,0,0,0,0,CS_NONE
111904,79130,14776,0,0,0,0,0,0,CS_NONE
111912,79138,14784,0,0,0,0,0,0,CS_NONE
111920,79146,14792,0,0,0,0,0,0,CS_NONE
111928,79154,14800,0,0,0,0,0,0,CS_NONE
111936,79162,14808,0,0,0,0,0,0,CS_NONE
111944,79170,14816,0,0,0,0,0,0,CS_NONE
111952,79178,14824,0,0,0,0,0,0,CS_NONE
111960,79186,14832,0,0,0,0,0,0,CS_NONE
111968,79194,14840,0,0,0,0,0,0,CS_NONE
111976,79202,14848,0,0,0,0,0,0,CS_NONE
111984,79210,14856,0,0,0,0,0,0,CS_NONE
111992,79218,14864,0,0,0,0,0,0,CS_NONE
112000,79226,14872,0,0,0,0,0,0,CS_NONE
112008,79234,14880,0,0,0,0,0,0,CS_NONE
112016,79242,14888,0,0,0,0,0,0,CS_NONE
112024,79250,14896,0,0,0,0,0,0,CS_NONE
112032,79258,14904,0,0,0,0,0,0,CS_NONE
112040,79266,14912,0,0,0,0,0,0,CS_NONE
112048,79274,14920,0,0,0,0,0,0,CS_NONE
112056,79282,14928,0,0,0,0,0,0,CS_NONE
112064,79290,14936,0,0,0,0,0,0,CS_NONE
112072,79298,14944,0,0,0,0,0,0,CS_NONE
112080,79306,14952,0,0,0,0,0,0,CS_NONE
112088,79314,14960,0,0,0,0,0,0,CS_NONE
112096,79322,14968,0,0,0,0,0,0,CS_NONE
112104,79330,14976,0,0,0,0,0,0,CS_NONE
112112,79338,14984,0,0,0,0,0,0,CS_NONE
112120,79346,14992,0,0,0,0,0,0,CS_NONE
112128,79354,15000,0,0,0,0,0,0,CS_NONE
112136,79362,15008,0,0,0,0,0,0,CS_NONE
112144,79370,15016,0,0,0,0,0,0,CS_NONE
112152,79378,15024,0,0,0,0,0,0,CS_NONE
112160,79386,15032,0,0,0,0,0,0,CS_NONE
112168,79394,15040,0,0,0,0,0,0,CS_NONE
112176,79402,15048,0,0,0,0,0,0,CS_NONE
112184,79410,15056,0,0,0,0,0,0,CS_NONE
112192,79418,15064,0,0,0,0,0,0,CS_NONE
112200,79426,15072,0,0,0,0,0,0,CS_NONE
112208,79434,15080,0,0,0,0,0,0,CS_NONE
112216,79442,15088,0,0,0,0,0,0,CS_NONE
112224,79450,15096,0,0,0,0,0,0,CS_NONE
112232,79458,15104,0,0,0,0,0,0,CS_NONE
112240,79466,15112,0,0,0,0,0,0,CS_NONE
112248,79474,15120,0,0,0,0,0,0,CS_NONE
112256,79482,15128,0,0,0,0,0,0,CS_NONE
112264,79490,15136,0,0,0,0,0,0,CS_NONE
112272,79498,15144,0,0,0,0,0,0,CS_NONE
112280,79506,15152,0,0,0,0,0,0,CS_NONE
112288,79514,15160,0,0,0,0,0,0,CS_NONE
112296,79522,15168,0,0,0,0,0,0,CS_NONE
112304,79530,15176,0,0,0,0,0,0,CS_NONE
112312,79538,15184,0,0,0,0,0,0,CS_NONE
112320,79546,15192,0,0,0,0,0,0,CS_NONE
112328,79554,15200,0,0,0,0,0,0,CS_NONE
112336,79562,15208,0,0,0,0,0,0,CS_NONE
112344,79570,15216,0,0,0,0,0,0,CS_NONE
112352,79578,15224,0,0,0,0,0,0,CS_NONE
112360,79586,15232,0,0,0,0,0,0,CS_NONE
112368,79594,15240,0,0,0,0,0,0,CS_NONE
112376,79602,15248,0,0,0,0,0,0,CS_NONE
112384,79610,15256,0,0,0,0,0,0,CS_NONE
112392,79618,15264,0,0,0,0,0,0,CS_NONE
112400,79626,15272,0,0,0,0,0,0,CS_NONE
112408,79634,15280,0,0,0,0,0,0,CS_NONE
112416,79642,15288,0,0,0,0,0,0,CS_NONE
112424,79650,15296,0,0,0,0,0,0,CS_NONE
112432,79658,15304,0,0,0,0,0,0,CS_NONE
112440,79666,15312,0,0,0,0,0,0,CS_NONE
112448,79674,15320,0,0,0,0,0,0,CS_NONE
112456,79682,15328,0,0,0,0,0,0,CS_NONE
112464,79690,15336,0,0,0,0,0,0,CS_NONE
112472,79698,15344,0,0,0,0,0,0,CS_NONE
112480,79706,15352,0,0,0,0,0,0,CS_NONE
112488,79714,15360,0,0,0,0,0,0,CS_NONE
112496,79722,15368,0,0,0,0,0,0,CS_NONE
112504,79730,15376,0,0,0,0,0,0,CS_NONE
112512,79738,15384,0,0,0,0,0,0,CS_NONE
112520,79746,15392,0,0,0,0,0,0,CS_NONE
112528,79754,15400,0,0,0,0,0,0,CS_NONE
112536,79762,15408,0,0,0,0,0,0,CS_NONE
112544,79770,15416,0,0,0,0,0,0,CS_NONE
112552,79778,15424,0,0,0,0,0,0,CS_NONE
112560,79786,15432,0,0,0,0,0,0,CS_NONE
112568,79794,15440,0,0,0,0,0,0,CS_NONE
112576,79802,15448,0,0,0,0,0,0,CS_NONE
112584,79810,15456,0,0,0,0,0,0,CS_NONE
112592,79818,15464,0,0,0,0,0,0,CS_NONE
112600,79826,15472,0,0,0,0,0,0,CS_NONE
112608,79834,15480,0,0,0,0,0,0,CS_NONE
112616,79842,15488,0,0,0,0,0,0,CS_NONE
112624,79850,15496,0,0,0,0,0,0,CS_NONE
112632,79858,15504,0,0,0,0,0,0,CS_NONE
112640,79866,15512,0,0,0,0,0,0,CS_NONE
112648,79874,15520,0,0,0,0,0,0,CS_NONE
112656,79882,15528,0,0,0,0,0,0,CS_NONE
112664,79890,15536,0,0,0,0,0,0,CS_NONE
112672,79898,15544,0,0,0,0,0,0,CS_NONE
112680,79906,15552,0,0,0,0,0,0,CS_NONE
112688,79914,15560,0,0,0,0,0,0,CS_NONE
112696,79922,15568,0,0,0,0,0,0,CS_NONE
112704,79930,15576,0,0,0,0,0,0,CS_NONE
112712,79938,15584,0,0,0,0,0,0,CS_NONE
112720,79946,15592,0,0,0,0,0,0,CS_NONE
112728,79954,15600,0,0,0,0,0,0,CS_NONE
112736,79962,15608,0,0,0,0,0,0,CS_NONE
112744,79970,15616,0,0,0,0,0,0,CS_NONE
112752,79978,15624,0,0,0,0,0,0,CS_NONE
112760,79986,15632,0,0,0,0,0,0,CS_NONE
112768,79994,15640,0,0,0,0,0,0,CS_NONE
112776,80002,15648,0,0,0,0,0,0,CS_NONE
112784,80010,15656,0,0,0,0,0,0,CS_NONE
112792,80018,15664,0,0,0,0,0,0,CS_NONE
112800,80026,15672,0,0,0,0,0,0,CS_NONE
112808,80034,15680,0,0,0,0,0,0,CS_NONE
112816,80042,15688,0,0,0,0,0,0,CS_NONE
112824,80050,15696,0,0,0,0,0,0,CS_NONE
112832,80058,15704,0,0,0,0,0,0,CS_NONE
112840,80066,15712,0,0,0,0,0,0,CS_NONE
112848,80074,15720,0,0,0,0,0,0,CS_NONE
112856,80082,15728,0,0,0,0,0,0,CS_NONE
